Features	Class
"[-1.9414345e+02  1.2035721e+02 -2.4924257e+01  3.9802929e+01
 -1.0241829e+01  1.4676280e+01  2.8437142e+00  6.4591660e+00
  9.3227968e+00 -1.4258014e+00  7.4881473e+00 -7.0580339e+00
  1.5046281e+00 -4.6228347e+00  2.2720184e+00  1.0134895e+01
  9.3912163e+00  1.2394217e+01  7.8537269e+00  8.1040735e+00
 -2.1062818e+00  1.9848984e+00  4.2734194e+00  1.1530093e+00
  1.3205281e+00 -1.0282626e+00 -1.1092546e-01 -1.2982527e+00
  2.7694066e+00  2.0909828e-01 -7.6926982e-01  1.4899251e+00
  1.6152951e+00  3.5080330e+00  2.1561906e+00  2.5334270e+00
  1.6664369e+00  2.0501974e+00  1.4435648e+00  6.8882030e-01]"	cat
"[-3.9476080e+02  9.2318817e+01  1.1632221e+01  3.6296783e+01
  8.4228535e+00  3.0495317e+01  1.6285343e+01  2.0009058e+01
  5.9228477e+00  4.4202361e-02  1.5453628e+01  4.3876095e+00
  1.0467153e+01  8.5087242e+00  1.5777414e+01  1.0491728e+01
  8.3456631e+00  1.0529440e+01  2.0894179e+00  5.8843088e+00
 -1.2696382e+00  8.6160523e-01  2.5449085e+00  1.4773993e+00
  3.6639140e+00  1.1701274e+00  1.5010836e+00 -1.4801912e-01
  2.3956106e+00  1.3630407e+00  1.2081335e+00  1.8884947e+00
  1.7597784e-01  2.0297322e+00  1.1225591e+00  1.0000402e+00
  1.0289006e+00  6.7198616e-01  7.5662524e-01  6.6416460e-01]"	cat
"[-347.56052     145.69661     -51.921417    -33.201786     -8.894349
  -18.051981    -17.115154     -5.8916273   -14.349686     -0.6640206
   14.648011     -2.2013075    -3.654719      6.577689     -1.0198702
  -20.497496    -13.140757     -5.582469     -7.1183915     2.6647122
    6.7070622    12.298393     14.88642      17.082598     16.44517
    7.060777      7.3171225     6.0168858    -1.3048621    -1.106073
   -2.1930737    -6.073901     -4.6522884    -2.3585432     0.36145145
    3.8324695     2.7253878    -3.276069     -3.3810446     2.9681532 ]"	dog
"[-313.13443     184.47668     -35.987335    -45.02719     -15.072682
  -18.573488    -16.91135     -10.783745    -15.270568     -6.2821317
    9.32525      -3.314396    -14.698464      6.3189006    13.2498665
  -15.96771     -15.448305     -1.2351189    -9.166316     -4.8845634
    1.0769595    -0.48773533    1.9470859     8.679533      9.09868
    0.3498081     4.653893     10.972943      4.1951203     4.398094
    8.175205      0.5744154    -1.0766481     2.3915398    -0.7582404
    3.818109      8.50484       4.7700996     3.078614      0.7471353 ]"	dog
"[-3.8386508e+02  9.6180954e+01  8.5008926e+00  3.8744514e+01
  6.4424629e+00  2.2755123e+01  1.0943153e+01  1.4380358e+01
  1.7183401e+01  8.8523035e+00  1.7821367e+01  5.9745998e+00
  7.8216624e+00  1.6775298e+00  4.3770514e+00  1.1177940e+01
  7.9079103e+00  8.4908953e+00  6.8820620e+00  1.1578515e+01
  5.7884622e+00  1.6776171e+00  1.0595065e+00  2.0600138e+00
  3.6044493e+00  1.0965002e+00  5.1367216e+00  3.2574978e+00
  2.5368586e+00  3.8576572e+00  2.3828268e+00  8.2191378e-01
  2.5650170e-01  1.8985415e+00  1.0470254e+00  2.3959312e+00
  1.9676590e+00  2.2805493e+00  2.6036992e+00  5.1908475e-01]"	cat
"[-206.61754     114.40459     -34.89595      39.46296     -13.468285
   29.34738     -10.974132     13.09582       5.4295297    11.481423
   18.493505     -0.7575885     5.826612    -20.861538      4.9106255
    3.473205      3.646741     -3.5226963    -2.6386425    12.327487
    0.27749088   -3.5684884   -10.953838      1.4273025    -2.9075482
   -0.98038954    5.4096413     3.7947104     2.414317      0.9411746
    6.3887095    -3.9191375    -4.2078543    -2.618769     -0.6687144
   -3.1160762    -3.6284645     0.8595243    -0.42135224    1.4636403 ]"	cat
"[-1.8067609e+02  9.0856888e+01 -9.7004616e+01  2.5004036e+00
 -1.6871643e+01  3.7913937e+01 -4.6676571e+01  2.9723707e+01
  5.5239713e-01 -2.9968325e+01  2.6658850e+01 -1.6614723e+00
  2.3916765e+01  1.9757978e+00  7.4051385e+00  1.5543914e+01
  3.7866430e+00 -6.4774370e+00  1.4734784e+00  3.2620580e+00
 -1.2087572e+01 -8.3151865e-01 -1.0342572e+01  6.9095702e+00
  1.5000381e+01  1.3298761e+01  1.8013645e+01  1.3703329e+01
  1.0608990e+00 -1.3385594e+01 -7.1507597e+00 -3.0297446e+00
  7.4432592e+00 -4.3093858e+00 -1.3063420e+01 -4.0568433e+00
 -1.4796993e+00  5.3568468e+00  7.3904223e+00 -1.1583466e-01]"	cat
"[-2.9285413e+02  1.6561913e+02  8.9366741e+00 -4.4593201e+00
 -3.6872218e+00  3.9687731e+00 -1.5493287e+01 -6.0822287e+00
  3.5602345e+00 -5.4448433e+00 -1.3994274e-01  1.7025336e+00
  4.0975032e+00 -4.1828737e-01  2.8380045e-01  6.2947083e+00
  8.6812477e+00  5.0838418e+00  5.7367330e+00  6.5097990e+00
 -1.2373011e+00  1.3855745e+00  2.8127437e+00 -9.4192439e-01
 -3.6612437e+00 -1.5302880e+00  1.5100845e+00 -1.1590462e+00
 -4.5723280e-01  6.6107285e-01 -1.0757244e+00 -1.5988917e+00
  2.4665053e+00  2.1466491e+00  6.0766774e-01  1.8171154e+00
 -2.6028225e-01  3.5948762e-01  2.1433535e-01 -8.7473452e-01]"	dog
"[-4.0180054e+02  6.0304077e+01 -2.5453394e+01 -7.0550518e+00
  5.2038860e+00  1.7073984e+01  8.1864157e+00  1.4800986e+01
  9.2174873e+00  3.2438803e+00  6.3769331e+00  6.3357639e+00
  6.0971465e+00  2.3187010e+00  8.3078156e+00  7.4112453e+00
  6.5210047e+00  4.9584937e+00  4.7899289e+00  3.6982775e+00
  2.6474681e+00  5.5434747e+00  2.9905241e+00  3.2501478e+00
  3.3222466e+00  4.0017700e+00  3.3572369e+00  3.2327287e+00
  2.8149810e+00  2.4390557e+00  4.3976016e+00  4.1968884e+00
  3.4521310e+00  8.6008924e-01  5.2433717e-01  7.0582783e-01
  1.1130172e+00  8.6886734e-01  3.8644370e-01  1.3879299e-02]"	dog
"[-2.57623871e+02  1.22656815e+02 -5.68922577e+01 -2.45613708e+01
 -4.19452438e+01  2.24823141e+00 -1.49358702e+01  3.44448137e+00
  1.63773766e+01  5.08933663e-01  8.85376930e+00 -1.51883488e+01
 -4.08682156e+00 -3.63655972e+00 -7.09619951e+00 -3.08404374e+00
 -1.03136368e+01 -3.45500565e+00 -8.96708775e+00 -7.84402847e+00
 -1.72254324e-01 -2.17589331e+00  1.35813379e+00  5.14988184e+00
  1.33286631e+00 -1.25797486e+00 -2.90455389e+00 -2.62566876e+00
  5.77820361e-01 -1.07265866e+00 -4.54388428e+00 -4.53127575e+00
 -4.94026899e+00 -4.45087147e+00  5.64166009e-01 -5.19518793e-01
 -3.11898619e-01 -2.19788098e+00 -5.68632650e+00 -1.01049829e+00]"	dog
"[-3.7217136e+02  1.1016514e+02 -1.3889771e+01 -1.5319902e+01
 -2.9808050e+01 -2.4067827e+01 -1.3846344e+01 -1.0344188e+01
 -1.7011808e+01 -1.3938793e+00  3.7981517e+00 -8.6913319e+00
  1.5000336e+00  6.8282795e+00  1.2468453e+01  3.6495893e+00
 -4.4854045e+00 -1.3472308e+00 -3.0076451e+00 -2.5636623e+00
 -2.2589846e+00 -7.0206779e-01 -5.0496917e+00 -4.8358488e+00
 -5.8393496e-01  3.7173852e-01  8.5821068e-01  2.7342756e+00
  3.5168471e+00 -1.0744965e+00 -5.9406966e-01  4.3551126e-01
  7.1092236e-01  1.2392133e+00  1.3781626e+00 -4.6698129e-01
 -4.4065728e+00 -2.8114431e+00 -1.4800813e+00 -1.4663635e-01]"	dog
"[-161.69878     170.69969     -99.0656        8.3901205   -32.377323
  -27.418974    -34.90486     -13.023391    -29.756918    -17.811338
  -11.944868    -14.70303       7.608794    -21.660288     -0.2299713
  -16.14327     -10.2834215    -4.847754    -17.921787      4.9803023
  -12.014959     -4.4928985    -5.8374243    -6.7441897     1.8022135
   -3.4515452    -0.7032791    -4.5708356    -2.373938      3.5639005
    1.9209853    -6.492601      1.0508277    -0.9714885    -1.2003162
    2.6165764    -3.5096436     1.0866671    -4.3251057     0.30875182]"	cat
"[-3.3612427e+02  9.4219429e+01  5.4288429e+01  2.3306194e+01
 -4.0169495e+01  1.1143794e+01 -4.4404263e+00  8.9771025e-02
 -8.6884813e+00 -1.0151236e+01  3.0712643e+00 -5.6013026e+00
  1.4345692e+01 -4.3803182e+00  3.2640324e+00  1.1860677e+01
  3.2231143e+00  9.5458517e+00 -6.7788410e-01 -5.0469031e+00
  1.0684632e+00  4.5040388e+00 -2.0633328e+00  1.8889585e+00
 -4.8736491e+00 -4.8733149e+00  3.7281914e+00 -5.3286953e+00
 -7.8239369e-01  1.6028343e-02  2.3596973e+00  5.2166138e+00
 -7.1775949e-01 -1.0092708e+00 -1.0649014e+00 -1.5432439e+00
 -2.1557766e-01  1.8312589e+00 -6.1276382e-01 -3.8480100e-01]"	cat
"[-3.87058502e+02  1.14560738e+02  3.02239017e+01  2.45189905e+00
  2.05450916e+00  6.75119925e+00  3.92748404e+00  3.94984889e+00
 -3.53136039e+00 -1.17072334e+01 -1.21373901e+01 -1.10604219e+01
 -3.71782136e+00  1.56305814e+00  7.15995455e+00  8.03437710e+00
  2.22382259e+00 -1.15715647e+00 -1.66650665e+00  1.10539265e-01
 -4.75872070e-01 -1.35205340e+00 -2.98844528e+00 -2.85072803e+00
  4.47252631e-01  1.85335934e+00  2.24164963e+00  1.04798901e+00
  4.72100258e-01 -1.62158692e+00 -4.93959475e+00 -4.09388924e+00
 -1.43772340e+00 -1.50172150e+00 -3.55059838e+00 -3.33904576e+00
 -2.62259889e+00 -1.07338822e+00  1.21549833e+00  2.21557975e+00]"	dog
"[-4.1845618e+02  5.1894543e+01  1.0337961e+01 -5.1194692e-01
 -1.0663552e+01 -1.9302776e+01 -1.8271351e+01 -1.1755754e+01
 -2.2641912e+00 -1.2334803e+00 -5.6536283e+00 -6.9331722e+00
 -8.3119068e+00 -7.9907365e+00 -5.9442382e+00 -5.1351728e+00
 -2.2505386e+00  8.0380100e-01 -2.3965895e-01 -1.2960112e+00
 -1.1326642e+00 -2.2296610e+00 -1.8339199e+00 -1.2022418e+00
 -2.3010960e+00 -7.9413021e-01  6.6675705e-01 -1.1808704e+00
 -1.0198239e+00  8.9430261e-01  6.6416007e-01  9.0433702e-02
  5.2024299e-01  1.4079936e+00  2.1569622e+00  1.7080656e+00
  1.3267719e+00  1.4297962e+00  4.1636932e-01 -6.1816442e-01]"	dog
"[-3.5092343e+02  1.3163138e+02 -4.4167404e+01 -3.4332951e+01
 -1.4383656e+01 -2.4188932e+01 -1.7788740e+01 -5.0003176e+00
 -2.8946691e+00  1.0917741e+01  1.6643471e+01  4.1575975e+00
  5.0160947e+00  1.5641787e+01  6.8150735e+00 -2.0931744e+01
 -1.8115488e+01 -5.5244045e+00 -7.7703190e+00  2.9556105e-01
  9.1753130e+00  1.8732899e+01  2.5723852e+01  2.2517561e+01
  1.4512738e+01  2.4747779e+00 -1.9857633e+00  8.2756817e-01
  5.7659924e-01 -1.1183636e-01 -2.4610329e+00 -7.3069792e+00
 -4.6254382e+00  4.4949608e+00  4.3427396e+00 -2.9771867e-01
 -7.6948887e-01 -1.7019449e+00  1.9154179e+00  2.4103842e+00]"	dog
"[-3.7346063e+02  1.1001832e+02 -2.3819685e+01 -1.3935627e+01
 -2.6185186e+01  5.4506636e+00 -1.0665108e+01  2.4128420e+00
 -5.6400857e+00 -1.3941853e+01  2.2663333e+00  3.0635326e+00
  5.9947033e+00 -4.3597859e-03  1.1573142e+01 -3.8259757e+00
 -7.5943828e+00 -2.1741042e+00 -4.1381841e+00  1.8803571e+00
 -9.5739260e+00 -2.5933821e+00  2.3268936e+00  9.9243067e-02
  1.4168397e+00 -5.4543531e-01 -1.3039123e+00 -3.3917335e-01
  6.3430911e-01 -3.6136425e-01  2.6924753e+00  6.0934293e-01
  5.8777303e-01 -3.2265994e-01 -9.3088344e-02  2.3476210e+00
  9.6132982e-01  6.4435822e-01 -2.4250467e-01  2.4567416e+00]"	dog
"[-4.6058701e+02  7.7198410e+01 -3.0561470e+01 -1.5684625e+01
 -1.6180853e+01 -9.2904081e+00 -1.5592677e+01 -1.4802376e+01
 -1.0078178e+01 -6.1614938e+00 -1.5109169e+00 -4.4682064e+00
 -1.2653776e+00 -6.2137446e+00 -9.9716196e+00 -8.1100559e+00
 -5.3879480e+00 -7.5674195e+00 -7.0853114e+00 -1.1736046e+00
  9.6300191e-01  2.8876569e+00  1.5453042e+00  2.5274425e+00
 -8.4619462e-02 -1.6006953e+00  6.5263063e-01 -1.8135537e-01
  7.7646655e-01 -5.1185858e-01 -2.5477877e-01  1.8279845e-01
  5.0360084e-01 -6.4614139e-02 -9.5653892e-01  1.2602069e+00
 -5.9183234e-01  6.6039956e-01  3.0495732e+00  3.6084899e-01]"	dog
"[-1.6649033e+02  1.6457735e+02 -7.2948517e+01  2.3794024e+01
 -2.7404682e+01 -3.6854832e+00 -1.7323380e+01 -8.2648659e+00
 -5.4300146e+00  2.1699317e+00  1.6352427e+01 -4.9277081e+00
  6.2416115e+00 -1.2020098e+01 -3.7536848e+00 -2.3348014e+00
 -7.4865680e+00 -2.4061658e+00 -2.9546859e+00  4.6995392e+00
 -3.4572904e+00  7.9789770e-01 -3.8287778e+00 -1.5471562e+00
  7.0989639e-01 -1.3124461e+00  2.4552410e+00  1.0638995e-01
  5.7052979e+00  2.8594670e+00  3.1957376e+00  1.4990801e-01
  9.5822132e-01  3.4850030e+00 -3.1208001e-02  2.6288142e+00
 -4.3966892e-01 -2.4224037e-01 -7.0586586e-01 -7.1344621e-02]"	cat
"[-4.00584747e+02  1.59080429e+02 -2.70084286e+01  4.93624001e+01
 -1.27474332e+00  1.28057919e+01 -1.30807762e+01 -1.94644019e-01
 -1.21843166e+01 -1.74190407e+01  6.78854799e+00 -1.61588802e+01
 -4.89861488e+00 -9.96257114e+00 -6.04860735e+00 -9.24966145e+00
 -8.31405544e+00 -2.91451550e+00 -9.06668758e+00 -5.08903408e+00
 -9.74837208e+00 -2.77795887e+00 -8.45714951e+00 -2.95393896e+00
 -3.35724473e+00 -7.85822201e+00 -8.36226106e-01 -7.99839735e+00
 -2.45711231e+00 -4.87116861e+00 -2.48080420e+00 -1.75086462e+00
 -5.39597082e+00  1.18600115e-01 -3.25564933e+00 -2.00248861e+00
 -2.30234408e+00 -3.64655566e+00 -3.46672082e+00 -1.11899579e+00]"	cat
"[-2.27702286e+02  9.65432358e+01 -4.37640228e+01  4.15815506e+01
  1.86435795e+00  1.68113861e+01 -7.99482882e-01  1.56962166e+01
  1.40019274e+01  1.13532372e+01  1.86163692e+01 -5.08829546e+00
  2.18970704e+00 -5.22311449e+00  8.08841228e+00  5.12670469e+00
 -1.68401277e+00  4.85189342e+00  3.68599916e+00  8.15956652e-01
 -1.17943125e+01 -1.50619209e+00  1.53389245e-01 -4.18789923e-01
  4.29738700e-01  1.96081385e-01  3.42976475e+00  8.50777209e-01
  2.90451431e+00 -3.40300345e+00 -6.60258114e-01  5.22964334e+00
  1.74159086e+00 -1.73124754e+00 -3.62216616e+00 -3.50396538e+00
 -1.68048370e+00 -1.23300707e+00 -1.91910732e+00  4.54915571e+00]"	cat
"[-3.05550964e+02  1.04189377e+02 -1.58817339e+01  5.04183464e+01
  1.19075644e+00  1.81288891e+01  1.48191690e+00  4.54113054e+00
  1.09945889e+01  8.73641205e+00  1.23257675e+01 -9.37036518e-03
  3.55716300e+00 -4.92651320e+00  7.08865070e+00  6.07028675e+00
  8.68518531e-01 -1.50923634e+00  1.98862112e+00  1.22880898e+01
 -1.58365989e+00 -1.48306358e+00  1.56112158e+00  3.29573965e+00
  8.12693238e-01  2.34297991e+00  4.71743870e+00 -2.97218513e+00
  2.27604246e+00  1.98390794e+00 -1.68024254e+00  1.94966625e-02
  3.77571869e+00  2.23996973e+00 -1.19406678e-01  5.73254287e-01
 -1.46153533e+00  3.09526849e+00  4.46604311e-01 -2.39107943e+00]"	cat
"[-2.4650009e+02  1.1132885e+02 -3.6937210e+01  5.3269510e+00
 -3.8540283e+01 -1.9922504e+01 -3.0408678e+01  2.2507028e-01
  7.0863729e+00 -1.6148634e+01 -6.0573468e+00 -5.7660308e+00
  4.1065903e+00 -5.7961078e+00 -1.3127813e+01 -7.2360463e+00
  1.0849623e+01  1.5226933e+01  2.4985601e+01  3.7175610e+01
  2.0582043e+01  3.7674985e+00 -6.5276389e+00  1.5722793e+00
 -2.2870965e+00 -3.7989931e+00  1.4743828e+00 -3.9683113e+00
 -6.4119596e+00 -4.8329391e+00  5.2745214e+00  1.2902519e+00
 -3.1243474e+00 -2.0462477e+00  1.2623543e+00  1.8128998e+00
 -1.0800033e+00  6.4783535e+00  9.3149576e+00  8.3444691e+00]"	dog
"[-2.2324619e+02  1.0229018e+02 -6.1590683e+01  4.0121990e+01
 -3.1482485e+01  3.5868618e+01 -2.5807428e+01  1.2545705e+01
  3.3916242e+00 -6.5861025e+00  1.5577583e+01 -7.9041371e+00
  5.2818041e+00 -1.9161322e+01 -1.0001276e+00 -1.5089720e+01
 -3.7264991e+00 -2.5928135e+00 -1.3429820e+01 -1.1475836e+00
 -2.6528826e+00  9.3149977e+00 -1.2066799e+01 -5.6292663e+00
 -7.3424973e+00 -1.0260353e+01 -4.1082535e+00 -2.6891162e+00
  8.6772144e-01 -1.1151504e+01  4.1816458e-03  7.4027538e+00
  3.7506850e+00 -7.5119610e+00 -5.5685010e+00 -5.9679174e+00
 -7.7583890e+00  2.1089525e+00 -6.0058527e+00 -5.3294916e+00]"	cat
"[-3.6942871e+02  9.0316841e+01 -5.7240391e+00 -1.9977564e+01
 -2.1032215e+01 -1.3533080e+01 -1.6090315e+01 -1.3923895e+01
 -8.1981268e+00 -4.2990589e+00  1.1408145e+00  6.3383675e-01
  2.3951359e+00  4.3537617e-01  3.7171400e+00  8.3950872e+00
  8.3017807e+00  6.9348383e+00 -3.7443846e-01 -1.4235648e+00
  2.0206852e+00  1.4594077e+00 -1.9665533e+00 -1.4361584e+00
  2.9408321e+00  2.0575669e+00 -5.5047244e-01 -1.4170138e+00
 -7.8396660e-01 -6.8780857e-01 -1.7735448e+00 -1.2155145e+00
  1.2962587e-01  9.5227361e-02 -4.8848996e-01  7.3853225e-01
  2.3311410e+00  2.4543557e+00  1.5811456e+00  2.1348376e+00]"	dog
"[-4.0738138e+02  1.5102763e+02 -3.0664274e+01  4.8561607e+01
 -2.2005159e+01  2.5890383e+01 -5.2093129e+00  5.1583853e+00
 -6.4879173e-01 -9.3195820e+00  2.4107437e+00 -8.1022329e+00
  9.8867350e+00 -5.6208191e+00  1.4476959e+01  4.0061069e+00
  1.1619412e+00  4.9832106e+00 -5.5923357e+00  3.1469538e+00
 -8.9989920e+00 -2.0666583e+00 -4.8240542e+00 -4.6173325e+00
 -3.0420179e+00 -3.3606060e+00  4.0429544e-01 -1.9489042e+00
  1.5758914e+00 -2.7937007e+00 -1.6545173e+00 -3.4644423e+00
 -3.7702582e+00 -3.2451043e+00 -2.7145829e+00 -2.3091180e+00
 -4.3474226e+00 -2.8506956e+00 -4.1079488e+00 -1.2779988e+00]"	cat
"[ -97.82468     125.868774   -143.24895      28.146011    -42.729652
   11.187023    -17.396368      0.20160611    5.1079135    -4.723543
   16.961416      1.3549651    15.662654     -8.326399      4.514558
   -3.6211956    -5.564694      1.0192101    -4.6287484     8.419864
   -1.2370676     5.044925      1.4187723     1.247837     -2.3982382
   -1.333682     -1.0828018    -5.5224996     2.0441856    -2.6766667
    1.4779264    -3.3765743     0.87095225    1.0375494    -2.7960029
    1.2091479    -4.436046      0.7016583    -0.9131928    -0.20027538]"	cat
"[-152.68735      84.39058    -136.0772       23.25614     -71.396706
   -2.1592374   -18.971962      6.60235       3.4226952    15.319872
   20.7037       -1.9567176    -1.7211375   -20.381506      0.31641543
  -10.385221     -2.0831099    -7.1157413     9.391332      8.335083
   -0.98532706   -0.3179232    -8.651028      4.4330397    -7.0594263
    2.0750651    -1.8370553     2.640437     -2.086667     -1.8518734
    0.27352992   -7.007265      2.7317512    -7.579139      2.793674
   -2.6823058     2.676579      3.2803562    -2.419531      3.3334541 ]"	cat
"[-307.2772      142.8227       -9.219835    -27.720304    -18.535366
  -14.223155     -7.041901    -11.144843    -15.958396     -5.317868
    8.028931     -0.74664956  -20.346094     -0.5373871    16.8161
  -14.529044    -17.474907     -5.0204687   -14.306024     -1.3323928
   13.285898      5.4224133     3.904373     10.862721     11.652615
    8.297872      5.27121      13.643504     15.3121        2.4973106
    1.2300133    -1.9138846    -5.9179254    -0.45142636   -0.9773315
   -3.3776774    -1.6039246    -2.0746665    -0.974038      1.6401132 ]"	dog
"[-253.25795     103.5447      -70.25651      30.755274    -20.156227
   26.340954    -16.902767      1.3804421    -6.65445     -10.324623
    3.909017    -13.389895     16.333275     -3.859858     -2.574901
  -10.130228    -11.280953     -2.3406446    -4.831796     -6.9788604
  -14.218632     -3.2282987    -2.3427937     1.5026588    -5.75273
   -0.33055684   -1.2798892    -8.136262     -5.245982     -5.0577
    3.1655085    -8.452752     -3.2285287     1.0305092    -0.26041412
    2.8046823    -1.4983073     0.6697541    -3.7874994    -0.7967569 ]"	cat
"[-2.4725854e+02  1.6097491e+02  1.9281551e+01  5.5643726e+01
 -9.8794317e+00  1.3134604e+01  4.0095840e+00 -5.5426874e+00
 -7.1056527e-01  2.4453773e+00  4.0950117e+00 -4.5054656e-01
  6.1371102e+00 -7.5527391e+00 -2.0911629e+00 -1.0894678e+01
 -2.7355731e+00  9.2030150e-01 -9.3467169e+00  9.2341083e-01
 -5.8449783e+00 -2.5542194e-01 -3.7211583e+00 -2.7844756e+00
 -4.8976412e-01 -4.3344131e+00 -8.4618807e-01 -5.6561170e+00
 -5.1722115e-01 -4.8479486e+00  1.5028677e+00  2.6337924e+00
 -4.8740740e+00  5.9099464e+00  1.4783448e-01 -1.2045678e+00
  1.3153784e+00 -5.6982547e-01 -4.8935428e-01 -2.7864063e+00]"	dog
"[-225.85089     111.008514    -84.49001      15.734687     11.009576
   17.720737    -36.99976     -17.877308     24.75402      14.118979
    4.926179     -6.101514     -0.3364295   -15.329757     13.9666395
    5.4938345    -6.0843844    20.228132     -7.1081185   -13.135028
   -7.8987603     7.7110457     8.057428     -4.7074533    11.030156
   -1.6033481    -8.372656      1.7566551    -1.7956917    -0.6577792
    9.43096       2.694001     -4.5806513     1.0149695    -1.4553608
    1.4840816    -0.55026126    2.5266087     1.0554787    -7.46188   ]"	dog
"[-325.09442     141.42409     -14.946303    -34.421257    -16.862997
  -13.291659     -8.321851     -7.6332717   -12.394484     -6.324613
    6.93738       1.4633764   -17.82722      -4.0374312    10.611226
  -15.456227    -17.373255     -2.2309644    -2.545559     11.46533
   22.54647      12.808224      5.373689      7.6872444     8.646521
    6.1886077     4.29505       9.694844      8.181328     -3.8722572
   -5.7313275    -5.9958863    -3.0147078     3.4706714     0.38110828
   -0.49986434    3.2313113     2.30171      -1.3808936    -3.9953253 ]"	dog
"[-318.2836       96.83987     -36.686375     72.34085     -39.13691
   49.50533      -6.4062786    18.36129       1.5752492    -4.273376
   23.353462     -4.024725     16.839077     -6.727636     11.841514
   -0.90847176    6.728238     10.505044     -1.8869917     1.0948795
   -2.2583148    15.867087      2.4152699     4.277645     -2.0967066
    5.0418572     1.5412854    -7.5163727     8.695888      1.2326999
   -2.176956     -1.6685528     9.031416      0.82966536   -0.83139575
    4.8770137    -3.434266      1.5559301     4.8507824    -1.9460648 ]"	cat
"[-3.37266632e+02  1.30987747e+02 -2.78990879e+01 -3.54669991e+01
 -1.89048977e+01 -2.44167671e+01 -1.96117249e+01 -1.19276714e+01
 -7.13672018e+00  3.83621907e+00  1.28142805e+01  5.62833452e+00
 -5.27124262e+00  6.41663265e+00  8.26731396e+00 -1.98209610e+01
 -1.66722298e+01 -9.55871567e-02 -8.12636757e+00 -4.38544178e+00
  1.01269913e+01  1.54018002e+01  1.52723989e+01  1.59162788e+01
  1.68996258e+01  1.12380581e+01  1.50936258e+00 -1.79993141e+00
 -3.03853273e+00 -2.01715469e+00  3.08087754e+00 -2.66071558e+00
 -4.77334070e+00  4.28911543e+00  4.44795561e+00  3.70888996e+00
  6.80489206e+00  3.71913290e+00  8.32630396e-01  6.51135802e-01]"	dog
"[-3.0090726e+02  1.6941338e+02 -1.8930206e+01 -4.2372864e+01
 -1.5097129e+01 -9.9418526e+00 -9.6958065e+00 -1.3472084e+01
 -2.0895622e+01 -1.3083431e+01  5.7773643e+00  1.1584606e+00
 -2.0167942e+01 -3.9465797e+00  1.6193087e+01 -1.2139074e+01
 -2.3171925e+01 -8.1769905e+00 -9.2315369e+00 -4.4388580e+00
  3.4078248e+00  2.7163237e-01  4.9297442e+00  1.6162670e+01
  1.5299544e+01  7.4064074e+00  6.0142307e+00  1.2758548e+01
  1.0736501e+01  8.0256915e-01 -9.4540608e-01 -5.4738932e+00
 -5.4237533e+00  3.5943582e+00  2.4224722e+00 -2.3024869e+00
 -2.0379591e+00 -3.1468899e+00 -3.4889629e+00 -3.5684388e+00]"	dog
"[-264.2579      163.96875     -22.479013    -30.148584    -11.89895
   -0.66114134    3.4759989   -17.396547    -18.794956     -9.460548
    6.71465      11.97986     -24.964977    -14.329289     21.595518
   -6.43399     -14.488586     -7.5150313   -27.31784      -8.2841425
   14.181773      1.3670545     6.266362     15.325146      7.2854676
    3.77792       1.1844425    11.255101     21.932146     18.51818
   17.997839      4.745504     -9.257003     -5.2513537    -1.7554247
    0.62760514    2.171301     -5.135203     -8.390826     -4.9715123 ]"	dog
"[-2.4494131e+02  1.0469910e+02 -8.8929268e+01 -6.9621986e-01
 -3.0607944e+01 -1.5063173e+01 -4.2867817e+01  3.6428132e+00
 -5.3493056e+00  4.1231837e+00  8.1490841e+00 -1.6701797e+01
  1.2624382e+00 -2.8510353e+01 -9.1723967e+00 -4.4254208e+00
 -7.3669380e-01 -4.5799642e+00 -1.1522276e+01  2.5150234e-01
 -8.7206888e+00 -1.6272906e+00 -5.8611617e+00 -3.4655321e+00
 -3.3854737e+00  9.7443663e-02 -1.8690172e+00 -4.9466372e+00
  7.7498570e-02 -2.8932109e+00  2.1057564e-01 -6.1913285e+00
 -1.9979551e+00 -4.6960845e+00 -4.0221920e+00  2.0050964e+00
 -2.8305855e+00 -4.0599984e-01 -2.4906988e+00 -3.3432784e+00]"	dog
"[-2.50232452e+02  1.08260345e+02 -3.11722584e+01  4.20514984e+01
 -1.60238380e+01  1.63054180e+01 -4.22179937e-01  3.12347817e+00
  2.57993507e+00 -9.81875896e+00  9.04200077e+00  5.61733198e+00
  2.80845413e+01  3.62275505e+00 -1.66076584e+01 -1.23303146e+01
 -1.01387510e+01  7.40942287e+00  2.63959551e+00 -1.28350830e+01
 -7.35504913e+00  1.47557096e+01  1.40200729e+01  1.28264713e+00
 -2.51973343e+00  5.50495243e+00 -1.40017271e+00 -1.36050367e+01
 -2.39791736e-01  1.32474589e+00 -5.48718119e+00 -4.87340784e+00
  3.78235340e+00  6.91018772e+00  3.00832200e+00  3.57305861e+00
 -3.94143313e-02 -2.01453280e+00 -1.65875494e+00  1.58639193e+00]"	cat
