Features	Class
"[-373.84976     126.09862     -22.263369    -26.310356    -13.026833
  -19.824953    -16.969263     -8.909411     -9.528823     -0.5474315
   14.091047      6.228753     -0.92988235   13.424841     10.916719
  -17.102566    -18.6848       -7.484494    -10.452174     -8.2146635
   -2.6989446     2.7827873     8.752142     19.116743     30.49555
   30.9546       25.766148     14.566507     -4.9197707   -13.478822
   -2.3164709     3.9380312    -0.5583601    -4.2051964    -8.701521
   -3.8407657     6.9726934     4.059222     -5.796928    -10.13755   ]"	dog
"[-3.33501007e+02  1.30660248e+02 -1.03465090e+01 -3.20781250e+01
 -8.26106453e+00 -4.28400946e+00 -5.37180185e+00 -7.58010054e+00
 -1.11330042e+01  1.37939310e+00  8.13289070e+00 -4.21662521e+00
 -3.19750929e+00  5.65476131e+00 -3.81323338e+00 -1.65000477e+01
 -1.25656805e+01 -6.08840466e+00 -3.76136899e+00  2.80441523e-01
  1.08549738e+00 -2.66580558e+00 -4.38104200e+00 -2.43266296e+00
 -6.51672173e+00 -8.09832764e+00 -8.62537980e-01 -3.06838214e-01
 -2.90613747e+00  1.07496965e+00  7.36736012e+00  8.59419441e+00
  9.44175816e+00  1.51792393e+01  1.88876343e+01  1.97925873e+01
  1.70400143e+01  8.83896351e+00 -1.94309369e-01 -4.10333395e+00]"	dog
"[-332.66824     70.22516     10.878844    30.257822     9.545432
   22.394958    10.69225     17.216702     7.59162      2.8139143
   11.218132     4.3117223    8.498081     9.258598    13.510406
    8.893429    10.706955     7.377105     2.993727     4.87045
    1.0393305    4.7867675    2.949376     2.8983417    3.0765154
    3.0771546    2.9272687    1.8462387    3.6364894    2.4022908
    2.7096984    2.1743398    2.2838633    2.7326415    2.179727
    1.6255797    1.6421279    1.5109649    1.2793489    1.6061462]"	cat
"[-2.7018585e+02  1.3641798e+02 -3.9390965e+01  7.0942596e+01
 -3.5354046e+01  3.7740238e+01 -7.9775796e+00  8.8531313e+00
  4.4501996e+00 -6.8157406e+00  5.7811298e+00 -9.7648201e+00
  1.3121441e+01 -7.0125847e+00  9.6161089e+00 -4.1817517e+00
 -4.3368223e-01  1.1007243e+00 -3.0205960e+00  2.5767059e+00
 -7.9047933e+00  4.8061323e+00 -5.0966172e+00  1.6805184e+00
 -3.5186973e+00 -2.8998952e+00  1.9773272e-01 -1.7008849e+00
  3.8649843e+00 -2.8225758e+00  1.3819155e+00 -4.1621799e+00
 -1.0417805e+00 -2.2440667e+00 -1.2680364e+00 -7.5173281e-02
 -1.7245425e+00  2.8184134e-01 -3.2002199e+00  9.3183815e-02]"	cat
"[-1.6553531e+02  1.4025391e+02 -8.6872917e+01  4.5025150e+01
 -3.1035891e+01  1.6997675e+01 -2.6177425e+01  1.3253993e+01
 -4.2062063e+00 -1.6206760e+01  1.2726486e+01 -1.6564869e+01
  4.0014014e+00 -1.0437115e+01  1.0342825e+01 -1.7360896e+00
  3.2229509e+00  8.4027138e+00 -6.0149827e+00  3.6523538e+00
 -7.4451880e+00  8.4100256e+00 -6.3270944e-01  2.7932153e+00
  2.8865108e+00 -1.9669198e+00  2.5757234e+00 -3.8284726e+00
  3.6824470e+00 -1.6259556e+00  4.4662299e+00  6.3277268e+00
  5.6080909e+00  3.0480635e+00 -2.1317537e+00 -8.1270301e-01
 -5.8361942e-01  3.8556182e+00  1.1169473e-02  2.1296873e+00]"	cat
"[-283.5898      137.37746     -28.707794    -33.409912    -14.806154
  -15.08716     -14.471452     -9.262683    -11.762515      0.6643423
    9.673667     -4.2494493   -12.001101     -2.9658742     7.278235
   -3.631568    -12.227294    -10.494548     -7.3389235    -4.596468
   -1.3668396     0.99364793   -3.4906158     4.4510965     9.232232
   -2.3020844    -4.3000684     6.07329       7.3173804     0.80759037
    1.3668522    -1.19954      -2.2718623     2.4534154     5.5786667
    9.674323     12.041974     13.607776     13.946769      7.534535  ]"	dog
"[-2.3603191e+02  1.6335081e+02 -4.7026043e+01 -2.5314651e+01
 -1.5292259e+01 -1.7140299e+01 -6.1785941e+00 -1.8514751e+01
 -8.8481398e+00  2.3925602e+00  5.0345845e+00  1.1147656e+01
 -1.7038193e+01 -7.2332377e+00  2.2089050e+01 -1.9982050e+01
 -2.1206530e+01  8.8489370e+00 -3.9026062e+00  1.2526116e+01
  3.5455372e+01  2.0784517e+01  1.4455188e+01  1.1667114e+01
  1.5417162e+00  3.4757011e+00  1.6348845e+00  3.1162255e+00
 -1.2256303e+00 -1.0995889e+01 -1.1666189e+00 -2.2579010e+00
 -7.8322501e+00 -3.4487946e+00 -3.8415844e+00 -1.5968306e-01
  3.0469933e+00 -1.8670393e+00  4.6348095e+00  1.4288592e+01]"	dog
"[-4.17760773e+02  1.19991165e+02  1.87845478e+01  1.40297251e+01
  9.54669285e+00  1.17713699e+01  9.38962936e+00  7.75895166e+00
  2.65699649e+00  8.25000107e-02  3.32179403e+00  2.68136168e+00
  3.98292065e+00  5.18213749e+00  7.41097403e+00  2.44946933e+00
  3.04121876e+00  5.75237274e+00  1.48954225e+00 -2.88315475e-01
 -3.23187023e-01  7.76296914e-01  3.11772764e-01  2.10993981e+00
  5.46151102e-01  1.79083437e-01  2.74095368e+00  5.90553463e-01
  6.39423311e-01 -8.44906688e-01 -2.51632428e+00 -2.25960112e+00
 -9.75217581e-01  7.61632144e-01  5.52458353e-02 -5.72320580e-01
 -1.54858780e+00 -3.16760159e+00 -4.32168818e+00 -3.41008472e+00]"	dog
"[-3.5438657e+02  9.8413605e+01 -2.9791933e+01 -2.3373356e+01
 -1.6614809e+01 -2.1684765e+01 -1.2835289e+01 -7.0242605e+00
 -2.2070923e+00  5.9665523e+00  9.4624748e+00  5.7884459e+00
 -3.0570211e+00  1.0453564e+01  1.2944542e+01 -2.7864155e+01
 -2.4268295e+01  2.3811364e+00 -2.9518414e+00  7.0253220e+00
  2.1821434e+01  2.1076550e+01  2.0005739e+01  1.3220953e+01
  1.9134902e+00 -3.9342904e-01  6.7213637e-01  9.5848644e-01
 -5.6825991e+00 -1.0298199e+01 -3.2307515e-01 -5.8300481e+00
 -1.1531868e+01  7.0310360e-01  4.3368477e-01 -7.0367754e-01
  5.8461380e+00  2.2422552e+00  1.7697834e+00  7.8814135e+00]"	dog
"[-2.9309555e+02  6.0528748e+01 -4.9633835e+01  1.2477285e+01
 -2.6135521e+01  1.2497888e+00 -7.0386958e+00 -4.9338031e+00
 -1.6744496e+00 -5.7081766e+00  2.4725988e+00 -5.0300364e+00
 -1.9159682e+00 -5.8639922e+00 -1.7039968e+00 -4.5532928e+00
 -9.2720467e-01 -1.1988733e+00 -1.1573447e+00  1.8865612e+00
 -4.5685244e+00 -1.1957150e+00 -3.6660242e+00  5.3406757e-01
  1.4856495e+00  3.0134389e-01 -5.9733957e-01 -2.8233097e+00
 -8.3161813e-01 -1.8013257e+00  1.9857374e-01 -2.5294032e+00
 -1.8692843e+00 -1.3680111e+00  2.7494282e-01  8.6270922e-01
 -6.3577902e-01  2.1505277e+00 -9.8196083e-01 -9.5138937e-01]"	cat
"[-4.2375400e+02  2.6391989e+01 -4.4604523e+01 -2.7163107e+00
  4.4132037e+00 -1.1075919e+01 -1.2888676e+01 -5.2806582e+00
  1.4551034e+01  1.9850887e+01  1.9050911e+01  1.9195553e+01
  9.7548914e+00 -9.1491652e-01 -9.8108454e+00 -6.8293638e+00
  4.0980415e+00  4.3353424e+00  9.3607014e-01  2.2850091e+00
  1.1171913e+01  1.4202750e+01  3.9471681e+00  2.2700257e+00
  4.4669719e+00  1.0562714e+00 -6.0118657e-01  5.6987542e-01
  3.8137329e+00  1.5789635e+00 -1.1138614e-01  6.1432710e+00
  7.3387742e+00  2.2297401e+00  1.7301896e+00  3.0955615e+00
  6.3586539e-01  1.0839413e+00  1.8378981e+00 -5.1560298e-02]"	cat
"[-141.25813     173.20772     -78.19052      24.966524    -29.486933
   -2.9459987   -19.98691      -8.252758     -6.445079     -1.0785427
   13.953784     -9.641356      3.5677328   -11.820584     -3.012253
   -4.4311967    -9.024622     -2.881315     -2.4755797     4.7055225
   -6.0202155    -1.1679735    -4.5969715    -1.4900134     0.6594452
    0.78357166    3.6295106    -0.5669745     5.2014008     2.3185031
    4.666144      0.9451329     1.2892722     3.7589874     0.5190998
    3.6736398     0.59846634    0.9515285    -0.53069234    0.40418863]"	cat
"[-273.82535      99.95601     -27.109034     43.355717     -5.201182
   36.27991       6.0447116    22.108665     13.176028     -6.315502
   11.293661      5.9092383    17.594812     -1.6345574     7.6337624
    4.957642      1.020172      6.3521743     7.4547534     8.993071
   -5.9722185     5.6286736     2.4348812     1.6065727     7.105933
    0.5083585     2.2154055     1.9564856     0.82046676    1.8999445
    3.2715771    -1.4755884     1.5506545     1.8903567     0.28532743
    1.1498675     1.6206803     3.574872     -1.6945571    -0.38452   ]"	cat
"[-3.1701675e+02  1.7333038e+02 -2.1818192e+01 -3.6376736e+01
 -1.2985946e+01 -1.0756017e+01 -8.1114740e+00 -2.9138482e+00
 -5.1867838e+00  6.9901142e+00  7.7077055e+00 -1.3217138e+01
 -1.2850044e+01  8.8106794e+00  1.1418024e+01 -1.5026683e+01
 -1.3667658e+01 -2.8655987e+00 -8.2996321e+00 -5.5379367e+00
 -2.4852874e+00  6.3411005e-02 -3.9944619e-01  3.5650771e+00
  7.8185833e-01 -1.2414051e+01 -8.0635738e+00  2.3754625e+00
  7.0190387e+00  1.3427578e+01  2.0558853e+01  2.1678652e+01
  1.6974091e+01  6.0224051e+00 -4.9915366e+00 -4.1870713e+00
  7.6214904e-01  4.1980281e+00  2.7854726e+00 -5.6308951e+00]"	dog
"[-133.68518     131.72856     -66.17543      41.43316     -47.73544
   17.913485    -31.568382     17.013906      3.8367636    -2.408028
   16.885468     -6.311743      8.9698515   -21.679457      3.1784081
   -4.7947197    -0.98022175   -2.816449     -2.5669498     2.798865
   -5.8134346     6.701416     -9.640756      4.597952      1.2175244
   -0.40886658    2.2248895    -0.1858459     0.42296454   -5.037399
    2.4332151    -3.7459862     1.2544891    -1.2019941     1.3504623
   -0.47324064   -3.5479982     1.5754994    -1.3389729     0.7702118 ]"	dog
"[-2.9168173e+02  6.2330784e+01 -5.0133278e+01  1.3140283e+01
 -2.4992966e+01 -1.4465474e+00 -6.4782677e+00 -5.4657288e+00
 -2.0472672e+00 -5.3431540e+00  2.6891763e+00 -5.3075662e+00
 -2.8625464e+00 -4.9051604e+00 -2.3609650e+00 -4.3212247e+00
 -3.5788247e-01 -1.6003804e+00 -8.8911963e-01  1.5260071e+00
 -4.5423727e+00 -1.1574181e+00 -3.5105133e+00  5.6189036e-01
  1.5945684e+00  2.5528485e-01 -8.9407778e-01 -3.0989642e+00
 -1.9499800e+00 -2.5455291e+00 -4.9350822e-01 -3.2365944e+00
 -2.0827763e+00 -1.5292634e+00  4.3322268e-01  1.6360270e+00
  3.9493248e-01  3.1097357e+00 -4.4436075e-02 -4.0434533e-01]"	cat
"[-3.29278168e+02  1.41705490e+02 -2.45421257e+01 -2.98000679e+01
 -1.38770180e+01 -1.04261217e+01 -9.97000790e+00 -9.87277603e+00
 -8.44361782e+00 -1.59203637e+00  1.19054508e+01  1.34494209e+01
 -5.84673452e+00  7.81590283e-01  1.61304836e+01 -1.32625351e+01
 -1.68230305e+01 -4.36835647e-01 -5.66816664e+00  1.46927035e+00
  7.37837124e+00  2.58010292e+00  3.18042159e+00  1.14972248e+01
  1.81976776e+01  1.55047159e+01  5.24324369e+00  2.54691291e+00
  1.32814670e+00 -4.67000961e+00 -1.84978902e-01 -1.32602203e+00
 -2.99547768e+00  1.23060815e-01 -2.78909588e+00 -5.32512426e-01
  3.93737221e+00  5.83505821e+00  4.36434031e+00 -7.64186919e-01]"	dog
"[-3.1244223e+02  1.3060527e+02 -7.5117588e+00  5.2658319e+00
 -7.0576686e-01  8.7229891e+00  2.2477384e+00 -1.2315722e+01
 -7.1105105e-01 -1.0634705e+01 -8.8038645e+00  3.3032451e+00
  3.4261117e+00  1.4088292e+01  1.9153343e+01  1.1605123e+01
  4.1839170e+00 -3.5333614e+00  1.1176884e+00  8.1144733e+00
  5.0562038e+00  4.0884175e+00  2.7554303e-01  3.5485377e+00
  1.0389983e+01  5.1185303e+00  6.5578537e+00  1.1210886e+01
  9.1476221e+00  4.0617590e+00 -3.2383897e+00 -7.0106512e-01
  4.2987275e+00 -7.8062302e-01 -2.1740975e+00 -4.2384481e-01
 -2.7460210e+00  9.9832517e-01  6.9828091e+00  8.4773769e+00]"	cat
